,FECHA,TIPO GASTO,TC,TOTAL SAT
64,2021-01-01,GERENCIA ADMON,1.0,26693.32
65,2021-01-01,COMISION BANCARIA,1.0,33.7
66,2021-01-01,SUSCRIPCIONES,1.0,197.4
67,2021-01-01,MTTO LOCAL,1.0,2064.8
68,2021-01-01,COMISION BANCARIA,1.0,4.8
69,2021-01-01,SANITIZACION,1.0,1418.8
70,2021-01-01,MTTO LOCAL,1.0,116.0
71,2021-01-01,GASOLINA,1.0,500.0
72,2021-01-01,COMISION BANCARIA,1.0,370.48
73,2021-01-01,PAQUETERIA,1.0,133.45
74,2021-01-01,ENERGIA ELECTRICA,1.0,0.0
75,2021-01-01,MTTO COMPUTO,1.0,250.0
76,2021-01-01,PAPELERIA,1.0,1646.83
77,2021-01-01,TELEFONO,1.0,0.0
78,2021-01-01,TELEFONO,1.0,0.0
79,2021-01-01,SUELDOS VENTAS,1.0,9963.18
80,2021-01-01,SUELDOS PRODUCCION,1.0,16773.81
81,2021-01-01,UNIFORME,1.0,4785.81
82,2021-01-01,PAQUETERIA,1.0,3287.46
83,2021-01-01,GASOLINA,1.0,200.0
84,2021-01-01,COMISION BANCARIA,1.0,74.92
85,2021-01-01,SUELDOS PRODUCCION,1.0,24608.79
86,2021-01-01,PAQUETERIA,1.0,0.0
87,2021-01-01,RENTA COPIADORA,1.0,0.0
88,2021-01-01,DERECHOS,1.0,1037.0
89,2021-01-01,COMISION BANCARIA,1.0,113.13
90,2021-01-01,MEDICOS,1.0,9000.0
91,2021-01-01,TELEFONO,1.0,398.99
92,2021-01-01,SEGUROS,1.0,0.0
93,2021-01-01,TELEFONO,1.0,0.0
94,2021-01-01,TELEFONO,1.0,0.0
95,2021-01-01,COMISION BANCARIA,1.0,0.0
96,2021-01-01,IMSS/INFONAVIT,1.0,16579.62
97,2021-01-01,COMISION BANCARIA,1.0,77.25
98,2021-01-01,MTTO COMPUTO,1.0,2267.8
99,2021-01-01,COMISION BANCARIA,1.0,4940.1
100,2021-01-01,GASOLINA,1.0,500.0
101,2021-01-01,COMISION BANCARIA,1.0,263.47
102,2021-01-01,TRANSPORTE,1.0,22.0
103,2021-01-01,TELEFONO,1.0,2027.51
104,2021-01-01,CAPACITACION,1.0,6349.2
105,2021-01-01,PAPELERIA,1.0,518.0
106,2021-01-01,COMISION BANCARIA,1.0,57.73
107,2021-01-01,SUELDOS VENTAS,1.0,10527.34
108,2021-01-01,SUSCRIPCIONES,1.0,283.81
109,2021-01-01,SUELDOS PRODUCCION,1.0,19723.57
110,2021-01-01,PEAJES,1.0,29.0
111,2021-01-01,GASOLINA,1.0,100.0
112,2021-01-01,PAQUETERIA,1.0,4521.21
113,2021-01-01,COMISION BANCARIA,1.0,338.57
114,2021-01-01,VALES DESPENSA,1.0,4102.55
115,2021-01-01,TELEFONO,1.0,0.0
116,2021-01-01,TELEFONO,1.0,0.0
117,2021-01-01,SUELDOS PRODUCCION,1.0,25805.64
118,2021-01-01,MAQUILAS,1.0,43500.0
119,2021-01-01,MAQUILAS,1.0,0.0
120,2021-01-01,MAQUILAS,1.0,0.0
121,2021-01-01,PAQUETERIA,1.0,390.0
122,2021-01-01,MAQUILAS,1.0,1740.0
123,2021-01-01,MAQUILAS,1.0,1740.0
124,2021-01-01,MAQUILAS,1.0,1740.0
125,2021-01-01,GASOLINA,1.0,19625.94
126,2021-01-01,CAPACITACION,1.0,0.0
127,2021-01-01,GERENCIA VTAS,1.0,17400.0
128,2021-01-01,TELEFONO,1.0,3238.9
129,2021-01-01,GERENCIA ADMON,1.0,28600.0
130,2021-01-01,MTTO COMPUTO,1.0,3480.0
131,2021-01-01,MTTO COMPUTO,1.0,3688.8
132,2021-01-01,COMISION BANCARIA,1.0,353.34
133,2021-01-01,COMISION BANCARIA,1.0,568.4
134,2021-01-01,COMISION BANCARIA,1.0,313.2
135,2021-01-01,MEDICOS,1.0,4520.01
136,2021-02-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
137,2021-02-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
138,2021-02-01,MTTO MAQUINARIA,1.0,2433.84
139,2021-02-01,MTTO MAQUINARIA,1.0,-433.84
140,2021-02-01,COMISION BANCARIA,1.0,263.8
141,2021-02-01,PAQUETERIA,1.0,319.83
142,2021-02-01,NO DEDUCIBLE,1.0,-599.0
143,2021-02-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
144,2021-02-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
145,2021-02-01,UNIFORME,1.0,0.0
146,2021-02-01,COMISION BANCARIA,1.0,0.0
147,2021-02-01,COMISION BANCARIA,20.2248,0.0
148,2021-02-01,COMISION BANCARIA,1.0,0.0
149,2021-02-01,CALIBRACIONES,1.0,10237.0
150,2021-02-01,PAQUETERIA,1.0,0.0
151,2021-02-01,MTTO COMPUTO,1.0,417.6
152,2021-02-01,SUELDOS VENTAS,1.0,9161.62
153,2021-02-01,SUELDOS PRODUCCION,1.0,17788.6
154,2021-02-01,HONORARIOS CONTABLES,1.0,4766.66
155,2021-02-01,PAQUETERIA,1.0,3122.75
156,2021-02-01,COMISION BANCARIA,1.0,237.1
157,2021-02-01,SUELDOS PRODUCCION,1.0,23110.68
158,2021-02-01,COMISION BANCARIA,1.0,387.46
159,2021-02-01,COMISION BANCARIA,1.0,205.8
160,2021-02-01,PAQUETERIA,1.0,259.9
161,2021-02-01,NO DEDUCIBLE,1.0,844.0
162,2021-02-01,PAQUETERIA,1.0,0.0
163,2021-02-01,TELEFONO,1.0,549.01
164,2021-02-01,TELEFONO,1.0,2872.07
165,2021-02-01,MTTO COMPUTO,1.0,392.08
166,2021-02-01,PAPELERIA,1.0,178.0
167,2021-02-01,PAPELERIA,1.0,2300.0
168,2021-02-01,CAPACITACION,1.0,6349.2
169,2021-02-01,UNIFORME,1.0,1276.0
170,2021-02-01,COMISION BANCARIA,1.0,356.64
171,2021-02-01,TELEFONO,1.0,0.0
172,2021-02-01,MONITOREO CAMARAS ADT,1.0,1400.65
173,2021-02-01,NO DEDUCIBLE,1.0,2064.45
174,2021-02-01,COMISION BANCARIA,1.0,35.36
175,2021-02-01,TRANSPORTE,1.0,22.0
176,2021-02-01,MONITOREO CAMARAS ADT,1.0,0.0
177,2021-02-01,CAPACITACION,1.0,0.0
178,2021-02-01,SANITIZACION,1.0,2262.0
179,2021-02-01,COMISION BANCARIA,1.0,277.59
180,2021-02-01,SANITIZACION,1.0,472.93
181,2021-02-01,SUELDOS VENTAS,1.0,10015.17
182,2021-02-01,SUELDOS DIRECCION,1.0,61305.71
183,2021-02-01,SUELDOS PRODUCCION,1.0,19994.77
184,2021-02-01,PAQUETERIA,1.0,4481.13
185,2021-02-01,COMISION BANCARIA,1.0,131.0
186,2021-02-01,SUELDOS PRODUCCION,1.0,28423.46
187,2021-02-01,ENERGIA ELECTRICA,1.0,4605.73
188,2021-02-01,ALIMENTOS,1.0,399.0
189,2021-02-01,COMISION BANCARIA,1.0,43.58
190,2021-02-01,TELEFONO,1.0,257.79
191,2021-02-01,MAQUILAS,1.0,0.0
192,2021-02-01,SUSCRIPCIONES,1.0,5161.54
193,2021-02-01,UNIFORME,1.0,232.0
194,2021-02-01,TELEFONO,1.0,0.0
195,2021-02-01,GERENCIA ADMON,1.0,28600.0
196,2021-02-01,COMISION BANCARIA,1.0,74.78
197,2021-02-01,CAPACITACION,1.0,250.0
198,2021-02-01,DERECHOS,1.0,891.0
199,2021-02-01,GASOLINA,1.0,490.39
200,2021-02-01,COMISION BANCARIA,1.0,178.71
201,2021-02-01,SEGUROS,1.0,0.0
202,2021-02-01,MENSAJERIA,1.0,1740.0
203,2021-02-01,ENERGIA ELECTRICA,1.0,0.0
204,2021-02-01,MAQUILAS GIC,1.0,5000.0
205,2021-02-01,COMISION BANCARIA,1.0,116.64
206,2021-02-01,TELEFONO,1.0,0.0
207,2021-02-01,TELEFONO,1.0,0.0
208,2021-02-01,NO DEDUCIBLE,1.0,1250.12
209,2021-02-01,SUELDOS VENTAS,1.0,10545.36
210,2021-02-01,RENTA COPIADORA,1.0,2320.0
211,2021-02-01,SUELDOS PRODUCCION,1.0,19411.92
212,2021-02-01,DERECHOS,1.0,1397.33
213,2021-02-01,DERECHOS,1.0,789.0
214,2021-02-01,PAQUETERIA,1.0,3462.28
215,2021-02-01,COMISION BANCARIA,1.0,171.94
216,2021-02-01,SUELDOS PRODUCCION,1.0,29584.72
217,2021-02-01,NO DEDUCIBLE,1.0,2728.65
218,2021-02-01,MTTO TRANSPORTE,1.0,4017.0
219,2021-02-01,IMSS/INFONAVIT,1.0,8561.54
220,2021-02-01,PAQUETERIA,1.0,0.0
221,2021-02-01,COMISION BANCARIA,1.0,650.69
222,2021-02-01,NO DEDUCIBLE,1.0,722.7
223,2021-02-01,TELEFONO,1.0,0.0
224,2021-02-01,TELEFONO,1.0,0.0
225,2021-02-01,RENTA COPIADORA,1.0,0.0
226,2021-02-01,COMISION BANCARIA,1.0,96.35
227,2021-02-01,TELEFONO,1.0,398.99
228,2021-02-01,PAQUETERIA,1.0,129.67
229,2021-02-01,CAPACITACION,1.0,6349.2
230,2021-02-01,MTTO COMPUTO,1.0,2900.0
231,2021-02-01,MTTO COMPUTO,1.0,3480.0
232,2021-02-01,COMISION BANCARIA,1.0,282.56
233,2021-02-01,MTTO COMPUTO,1.0,2267.8
234,2021-02-01,COMISION BANCARIA,1.0,739.5
235,2021-02-01,CAPACITACION,1.0,21054.0
236,2021-02-01,TELEFONO,1.0,2195.8
237,2021-02-01,TELEFONO,1.0,0.0
238,2021-02-01,COMISION BANCARIA,1.0,2252.2
239,2021-02-01,COMISION BANCARIA,1.0,0.0
240,2021-02-01,SUELDOS VENTAS,1.0,10134.46
241,2021-02-01,SUELDOS PRODUCCION,1.0,19411.92
242,2021-02-01,CAPACITACION,1.0,0.0
243,2021-02-01,PAQUETERIA,1.0,2076.92
244,2021-02-01,COMISION BANCARIA,1.0,435.76
245,2021-02-01,SUELDOS PRODUCCION,1.0,29021.02
246,2021-02-01,PAQUETERIA,1.0,0.0
247,2021-02-01,DERECHOS,1.0,894.0
248,2021-02-01,DERECHOS,1.0,285.0
249,2021-02-01,GERENCIA ADMON,1.0,28600.0
250,2021-02-01,COMISION BANCARIA,1.0,600.02
251,2021-02-01,VALES DESPENSA,1.0,4102.55
252,2021-02-01,MTTO MAQUINARIA,1.0,1740.0
253,2021-02-01,MTTO MAQUINARIA,1.0,1740.0
254,2021-02-01,MTTO MAQUINARIA,1.0,2320.0
255,2021-02-01,CAPACITACION,1.0,11600.0
256,2021-02-01,NO DEDUCIBLE,1.0,1146.8
257,2021-02-01,NO DEDUCIBLE,1.0,722.0
258,2021-02-01,GASOLINA,1.0,870.06
259,2021-02-01,COMISION BANCARIA,1.0,568.4
260,2021-02-01,COMISION BANCARIA,1.0,382.8
261,2021-02-01,TELEFONO,1.0,3238.9
262,2021-03-01,HONORARIOS CONTABLES,1.0,9533.32
263,2021-03-01,PAQUETERIA,1.0,0.0
264,2021-03-01,COMISION BANCARIA,1.0,144.69
265,2021-03-01,SANITIZACION,1.0,0.0
266,2021-03-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
267,2021-03-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
268,2021-03-01,UNIFORME,1.0,0.0
269,2021-03-01,COMISION BANCARIA,1.0,0.0
270,2021-03-01,COMISION BANCARIA,1.0,186.25
271,2021-03-01,SEGUROS,1.0,20167.0
272,2021-03-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
273,2021-03-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
274,2021-03-01,TELEFONO,1.0,98.0
275,2021-03-01,ALIMENTOS,1.0,399.0
276,2021-03-01,SUSCRIPCIONES,1.0,162.45
277,2021-03-01,COMISION BANCARIA,1.0,0.0
278,2021-03-01,COMISION BANCARIA,20.939,0.0
279,2021-03-01,COMISION BANCARIA,1.0,140.36
280,2021-03-01,MTTO COMPUTO,1.0,417.6
281,2021-03-01,SUELDOS VENTAS,1.0,15627.0
282,2021-03-01,NO DEDUCIBLE,1.0,1377.05
283,2021-03-01,NO DEDUCIBLE,1.0,1803.7
284,2021-03-01,SUELDOS DIRECCION,1.0,60404.09
285,2021-03-01,SUELDOS PRODUCCION,1.0,16566.27
286,2021-03-01,PAQUETERIA,1.0,3069.1
287,2021-03-01,COMISION BANCARIA,1.0,126.18
288,2021-03-01,PAPELERIA,1.0,14708.34
289,2021-03-01,SUELDOS PRODUCCION,1.0,23271.47
290,2021-03-01,COMISION BANCARIA,1.0,96.4
291,2021-03-01,TELEFONO,1.0,549.01
292,2021-03-01,TELEFONO,1.0,2626.33
293,2021-03-01,SUELDOS PRODUCCION,1.0,677.82
294,2021-03-01,MENSAJERIA,1.0,207.88
295,2021-03-01,MAQUILAS,1.0,4872.0
296,2021-03-01,MAQUILAS,1.0,4640.0
297,2021-03-01,MTTO COMPUTO,1.0,392.08
298,2021-03-01,CAPACITACION,1.0,250.0
299,2021-03-01,CAPACITACION,1.0,6349.2
300,2021-03-01,COMISION BANCARIA,1.0,332.49
301,2021-03-01,MAQUILAS,1.0,0.0
302,2021-03-01,COMISION BANCARIA,1.0,83.21
303,2021-03-01,MONITOREO CAMARAS ADT,1.0,1400.65
304,2021-03-01,MONITOREO CAMARAS ADT,1.0,0.0
305,2021-03-01,PEAJES,1.0,218.0
306,2021-03-01,PEAJES,1.0,36.0
307,2021-03-01,PEAJES,1.0,276.0
308,2021-03-01,NO DEDUCIBLE,1.0,106.5
309,2021-03-01,PAPELERIA,1.0,159.8
310,2021-03-01,PAPELERIA,1.0,103.5
311,2021-03-01,COMISION BANCARIA,1.0,105.91
312,2021-03-01,TELEFONO,1.0,0.0
313,2021-03-01,SUELDOS VENTAS,1.0,40452.69
314,2021-03-01,RENTA COPIADORA,1.0,2320.0
315,2021-03-01,SUELDOS PRODUCCION,1.0,20075.22
316,2021-03-01,MTTO COMPUTO,1.0,1160.0
317,2021-03-01,MTTO COMPUTO,1.0,1102.0
318,2021-03-01,PAQUETERIA,1.0,2936.22
319,2021-03-01,COMISION BANCARIA,1.0,182.79
320,2021-03-01,GASOLINA,1.0,15494.16
321,2021-03-01,CAPACITACION,1.0,0.0
322,2021-03-01,GERENCIA ADMON,1.0,28600.0
323,2021-03-01,COMISION BANCARIA,1.0,265.05
324,2021-03-01,CALIBRACIONES,1.0,0.0
325,2021-03-01,TELEFONO,1.0,250.72
326,2021-03-01,SUELDOS PRODUCCION,1.0,25793.05
327,2021-03-01,NO DEDUCIBLE,1.0,1291.05
328,2021-03-01,NO DEDUCIBLE,1.0,3341.45
329,2021-03-01,GASOLINA,1.0,200.0
330,2021-03-01,ENERGIA ELECTRICA,1.0,5421.69
331,2021-03-01,TELEFONO,1.0,0.0
332,2021-03-01,COMISION BANCARIA,1.0,220.39
333,2021-03-01,SUELDOS PRODUCCION,1.0,26698.26
334,2021-03-01,NO DEDUCIBLE,1.0,4118.3
335,2021-03-01,MTTO COMPUTO,1.0,4754.84
336,2021-03-01,PAQUETERIA,1.0,0.0
337,2021-03-01,COMISION BANCARIA,1.0,362.05
338,2021-03-01,PAQUETERIA,1.0,129.67
339,2021-03-01,MAQUILAS,1.0,22330.0
340,2021-03-01,MAQUILAS,1.0,53186.0
341,2021-03-01,GASOLINA,1.0,100.0
342,2021-03-01,SUELDOS VENTAS,1.0,17989.61
343,2021-03-01,NO DEDUCIBLE,1.0,-291.75
344,2021-03-01,NO DEDUCIBLE,1.0,-349.0
345,2021-03-01,SUELDOS PRODUCCION,1.0,15647.52
346,2021-03-01,PAPELERIA,1.0,769.0
347,2021-03-01,GASOLINA,1.0,300.0
348,2021-03-01,GASOLINA,1.0,300.0
349,2021-03-01,GASOLINA,1.0,395.0
350,2021-03-01,PAQUETERIA,1.0,2130.28
351,2021-03-01,COMISION BANCARIA,1.0,105.19
352,2021-03-01,SEGUROS,1.0,0.0
353,2021-03-01,SUELDOS PRODUCCION,1.0,25714.67
354,2021-03-01,PAQUETERIA,1.0,286.82
355,2021-03-01,PAQUETERIA,1.0,0.0
356,2021-03-01,RENTA COPIADORA,1.0,0.0
357,2021-03-01,DERECHOS,1.0,968.0
358,2021-03-01,COMISION BANCARIA,1.0,665.16
359,2021-03-01,TELEFONO,1.0,0.0
360,2021-03-01,TELEFONO,1.0,398.99
361,2021-03-01,PAQUETERIA,1.0,4895.5
362,2021-03-01,CAPACITACION,1.0,6349.2
363,2021-03-01,COMISION BANCARIA,1.0,113.77
364,2021-03-01,COMISION BANCARIA,1.0,5.14
365,2021-03-01,TELEFONO,1.0,2126.5
366,2021-03-01,HONORARIOS PF,1.0,58000.0
367,2021-03-01,MTTO COMPUTO,1.0,2267.8
368,2021-03-01,SUELDOS VENTAS,1.0,17284.09
369,2021-03-01,NO DEDUCIBLE,1.0,3601.58
370,2021-03-01,SUELDOS PRODUCCION,1.0,15537.17
371,2021-03-01,IMSS/INFONAVIT,1.0,15493.99
372,2021-03-01,MTTO COMPUTO,1.0,2900.0
373,2021-03-01,COMISION BANCARIA,1.0,301.61
374,2021-03-01,PAPELERIA,1.0,1867.93
375,2021-03-01,PAPELERIA,1.0,677.17
376,2021-03-01,PAPELERIA,1.0,3195.17
377,2021-03-01,SUELDOS PRODUCCION,1.0,25408.29
378,2021-03-01,PAQUETERIA,1.0,129.67
379,2021-03-01,TELEFONO,1.0,0.0
380,2021-03-01,COMISION BANCARIA,1.0,1958.5
381,2021-03-01,COMISION BANCARIA,1.0,0.0
382,2021-03-01,PAQUETERIA,1.0,3255.87
383,2021-03-01,COMISION BANCARIA,1.0,81.29
384,2021-03-01,SUSCRIPCIONES,1.0,3510.0
385,2021-03-01,NO DEDUCIBLE,1.0,1286.9
386,2021-03-01,GASOLINA,1.0,100.0
387,2021-03-01,GASOLINA,1.0,300.0
388,2021-03-01,COMISION BANCARIA,1.0,173.89
389,2021-03-01,SEGUROS,1.0,0.0
390,2021-03-01,ENERGIA ELECTRICA,1.0,0.0
391,2021-03-01,PAQUETERIA,1.0,0.0
392,2021-03-01,HONORARIOS PF,1.0,0.0
393,2021-03-01,PAQUETERIA,1.0,0.0
394,2021-03-01,NO DEDUCIBLE,1.0,786.46
395,2021-03-01,SANITIZACION,1.0,0.0
396,2021-03-01,TELEFONO,1.0,3238.9
397,2021-03-01,MTTO COMPUTO,1.0,2900.0
398,2021-03-01,MTTO COMPUTO,1.0,3480.0
399,2021-03-01,GASOLINA,1.0,325.48
400,2021-03-01,GASOLINA,1.0,200.0
401,2021-03-01,COMISION BANCARIA,1.0,749.5
402,2021-03-01,CAPACITACION,1.0,11600.0
403,2021-03-01,SUELDOS VENTAS,1.0,15932.61
404,2021-03-01,SUELDOS PRODUCCION,1.0,14354.33
405,2021-03-01,MAQUILAS GIC,1.0,6000.0
406,2021-03-01,COMISION BANCARIA,1.0,305.09
407,2021-03-01,VALES DESPENSA,1.0,4102.55
408,2021-03-01,SUELDOS PRODUCCION,1.0,23175.13
409,2021-03-01,NO DEDUCIBLE,1.0,1482.37
410,2021-03-01,GERENCIA ADMON,1.0,28600.0
411,2021-03-01,COMISION BANCARIA,1.0,35.12
412,2021-03-01,COMISION BANCARIA,1.0,0.0
413,2021-03-01,COMISION BANCARIA,1.0,12277.77
414,2021-03-01,GASOLINA,1.0,17249.57
415,2021-04-01,COMISION BANCARIA,1.0,568.4
416,2021-04-01,COMISION BANCARIA,1.0,400.2
417,2021-04-01,NO DEDUCIBLE,1.0,1547.2
418,2021-04-01,NO DEDUCIBLE,1.0,-499.0
419,2021-04-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
420,2021-04-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
421,2021-04-01,TELEFONO,1.0,2822.56
422,2021-04-01,TELEFONO,1.0,549.01
423,2021-04-01,CAPACITACION,1.0,0.0
424,2021-04-01,PAQUETERIA,1.0,0.0
425,2021-04-01,COMISION BANCARIA,1.0,401.46
426,2021-04-01,MTTO COMPUTO,1.0,809.68
427,2021-04-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
428,2021-04-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
429,2021-04-01,SEGUROS,1.0,9574.78
430,2021-04-01,COMISION BANCARIA,1.0,0.0
431,2021-04-01,COMISION BANCARIA,20.44,0.0
432,2021-04-01,COMISION BANCARIA,1.0,0.0
433,2021-04-01,HONORARIOS CONTABLES,1.0,4766.66
434,2021-04-01,GERENCIA ADMON,1.0,28600.0
435,2021-04-01,COMISION BANCARIA,1.0,169.78
436,2021-04-01,VALES DESPENSA,1.0,4102.55
437,2021-04-01,MENSAJERIA,1.0,0.0
438,2021-04-01,COMISION BANCARIA,1.0,37.91
439,2021-04-01,SUELDOS VENTAS,1.0,17693.22
440,2021-04-01,SUELDOS PRODUCCION,1.0,15683.2
441,2021-04-01,SUELDOS PRODUCCION,1.0,26111.71
442,2021-04-01,PAQUETERIA,1.0,6586.51
443,2021-04-01,COMISION BANCARIA,1.0,183.22
444,2021-04-01,VALES DESPENSA,1.0,-4102.55
445,2021-04-01,SUELDOS PRODUCCION,1.0,26111.71
446,2021-04-01,MTTO TRANSPORTE,1.0,2550.0
447,2021-04-01,MONITOREO CAMARAS ADT,1.0,1400.65
448,2021-04-01,MONITOREO CAMARAS ADT,1.0,0.0
449,2021-04-01,CAPACITACION,1.0,6349.2
450,2021-04-01,COMISION BANCARIA,1.0,28.91
451,2021-04-01,TELEFONO,1.0,0.0
452,2021-04-01,PAQUETERIA,1.0,0.0
453,2021-04-01,SUELDOS DIRECCION,1.0,70231.93
454,2021-04-01,MTTO TRANSPORTE,1.0,1078.8
455,2021-04-01,COMISION BANCARIA,1.0,166.58
456,2021-04-01,TELEFONO,1.0,254.25
457,2021-04-01,MTTO COMPUTO,1.0,367.72
458,2021-04-01,ALIMENTOS,1.0,399.0
459,2021-04-01,MTTO COMPUTO,1.0,2900.0
460,2021-04-01,COMISION BANCARIA,1.0,216.99
461,2021-04-01,CAPACITACION,1.0,0.0
462,2021-04-01,ALIMENTOS,1.0,90.0
463,2021-04-01,MTTO TRANSPORTE,1.0,240.0
464,2021-04-01,PAQUETERIA,1.0,129.67
465,2021-04-01,CAPACITACION,1.0,250.0
466,2021-04-01,ENERGIA ELECTRICA,1.0,5153.31
467,2021-04-01,CAPACITACION,1.0,0.0
468,2021-04-01,GERENCIA ADMON,1.0,28600.0
469,2021-04-01,COMISION BANCARIA,1.0,90.45
470,2021-04-01,HONORARIOS PM,1.0,3480.0
471,2021-04-01,SUELDOS VENTAS,1.0,52130.78
472,2021-04-01,GASOLINA,1.0,15494.16
473,2021-04-01,SUELDOS PRODUCCION,1.0,6881.93
474,2021-04-01,PAQUETERIA,1.0,5573.94
475,2021-04-01,COMISION BANCARIA,1.0,345.76
476,2021-04-01,SUELDOS PRODUCCION,1.0,25849.79
477,2021-04-01,PAQUETERIA,1.0,0.0
478,2021-04-01,RENTA COPIADORA,1.0,2320.0
479,2021-04-01,MAQUINARIA,1.0,132415.66
480,2021-04-01,MAQUINARIA,1.0,30717.27
481,2021-04-01,COMISION BANCARIA,1.0,86.34
482,2021-04-01,MENSAJERIA,1.0,868.72
483,2021-04-01,TELEFONO,1.0,0.0
484,2021-04-01,TELEFONO,1.0,0.0
485,2021-04-01,TELEFONO,1.0,0.0
486,2021-04-01,TELEFONO,1.0,0.0
487,2021-04-01,MTTO LOCAL,1.0,7888.0
488,2021-04-01,NO DEDUCIBLE,1.0,898.8
489,2021-04-01,RENTA COPIADORA,1.0,0.0
490,2021-04-01,DERECHOS,1.0,1307.0
491,2021-04-01,SEGUROS,1.0,0.0
492,2021-04-01,MTTO MAQUINARIA,1.0,11600.0
493,2021-04-01,COMISION BANCARIA,1.0,636.22
494,2021-04-01,HONORARIOS PM,1.0,0.0
495,2021-04-01,MTTO COMPUTO,1.0,300.0
496,2021-04-01,SEGUROS,1.0,0.0
497,2021-04-01,COMISION BANCARIA,1.0,80.47
498,2021-04-01,MENSAJERIA,1.0,1680.0
499,2021-04-01,NO DEDUCIBLE,1.0,136.8
