,Fecha,TIPO GASTO,TC,TOTAL SAT
43,2023-01-01,GERENCIA ADMON,1.0,28600.0
44,2023-01-01,ALIMENTOS,1.0,220.0
45,2023-01-01,DERECHOS,1.0,948.0
46,2023-01-01,CAPACITACION,1.0,4350.0
47,2023-01-01,PAQUETERIA,1.0,0.0
48,2023-01-01,TELEFONO,1.0,0.0
49,2023-01-01,PAQUETERIA,1.0,0.0
50,2023-01-01,MENSAJERIA,1.0,403.47
51,2023-01-01,RENTA COPIADORA,1.0,2320.0
52,2023-01-01,MTTO COMPUTO,1.0,7335.84
53,2023-01-01,MTTO COMPUTO,1.0,1440.0
54,2023-01-01,ALIMENTOS,1.0,260.0
55,2023-01-01,SUSCRIPCIONES,1.0,1095.04
56,2023-01-01,COMISION MIXTA,1.0,19440.14
57,2023-01-01,GASOLINA,1.0,10348.0
58,2023-01-01,HONORARIOS PM,1.0,2255.06
59,2023-01-01,MTTO LOCAL,1.0,100.8
60,2023-01-01,CREDITO ,1.0,1961.11
61,2023-01-01,PAQUETERIA,1.0,2649.3
62,2023-01-01,MAQUINARIA,1.0,2965.08
63,2023-01-01,DERECHOS,1.0,3008.0
64,2023-01-01,PAPELERIA,1.0,324.8
65,2023-01-01,NO DEDUCIBLE,1.0,2142.0
66,2023-01-01,MENSAJERIA,1.0,287.56
67,2023-01-01,IMSS/INFONAVIT,1.0,38078.44
68,2023-01-01,GASOLINA,1.0,1414.08
69,2023-01-01,MTTO COMPUTO,1.0,3348.92
70,2023-01-01,MTTO LOCAL,1.0,625.51
71,2023-01-01,PAQUETERIA,1.0,0.0
72,2023-01-01,COMISION MIXTA,1.0,21668.65
73,2023-01-01,COMISION BANCARIA,1.0,2610.0
74,2023-01-01,ALIMENTOS,1.0,399.0
75,2023-01-01,VARIOS,1.0,355.54
76,2023-01-01,CAPACITACION,1.0,5220.0
77,2023-01-01,HONORARIOS PM,1.0,2513.56
78,2023-01-01,UNIFORMES,1.0,727.21
79,2023-01-01,MTTO LOCAL,1.0,480.0
80,2023-01-01,SUELDOS DIRECCION,1.0,53388.57
81,2023-01-01,PAQUETERIA,1.0,0.0
82,2023-01-01,PAQUETERIA,1.0,1747.98
83,2023-01-01,HONORARIOS PM,1.0,27368.43
84,2023-01-01,PAQUETERIA,1.0,188.39
85,2023-01-01,CAPACITACION,1.0,6786.0
86,2023-01-01,VARIOS,1.0,349.16
87,2023-01-01,DERECHOS,1.0,6419.38
88,2023-01-01,MTTO MAQUINARIA,1.0,382.8
89,2023-01-01,TELEFONO,1.0,0.0
90,2023-01-01,NO DEDUCIBLE,1.0,4579.18
91,2023-01-01,TELEFONO,1.0,2521.58
92,2023-01-01,MTTO COMPUTO,1.0,2578.68
93,2023-01-01,SUSCRIPCIONES,1.0,-1095.04
94,2023-01-01,SUSCRIPCIONES,1.0,-1095.04
95,2023-01-01,PAQUETERIA,1.0,0.0
96,2023-01-01,VALES DESPENSA,1.0,139.2
97,2023-01-01,CAPACITACION,1.0,0.0
98,2023-01-01,GERENCIA ADMON,1.0,28600.0
99,2023-01-01,VALES DESPENSA,1.0,11.6
100,2023-01-01,COMISION BANCARIA,1.0,0.0
101,2023-01-01,COMISION BANCARIA,1.0,19559.66
102,2023-01-01,MENSAJERIA,1.0,334.79
103,2023-01-01,GASOLINA,1.0,12165.54
104,2023-02-01,COMISION MIXTA,1.0,20628.92
105,2023-02-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
106,2023-02-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
107,2023-02-01,ARRENDAMIENTO FINANCIERO,1.0,9807.07
108,2023-02-01,COMISION BANCARIA,1.0,585.8
109,2023-02-01,COMISION BANCARIA,1.0,0.0
110,2023-02-01,PAQUETERIA,1.0,863.69
111,2023-02-01,MTTO OFICINA ,1.0,95.7
112,2023-02-01,MTT OFICINA,1.0,157.0
113,2023-02-01,TELEFONO,1.0,0.0
114,2023-02-01,HONORARIOS PM,1.0,2392.95
115,2023-02-01,PAQUETERIA,1.0,0.0
116,2023-02-01,ALIMENTOS,1.0,478.0
117,2023-02-01,--,1.0,375.0
118,2023-02-01,MTTO COMPUTO,1.0,0.0
119,2023-02-01,MTTO COMPUTO,1.0,0.0
120,2023-02-01,PAQUETERIA,1.0,3216.32
121,2023-02-01,SEGUROS,1.0,1717.25
122,2023-02-01,VARIOS,1.0,6062.77
123,2023-02-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
124,2023-02-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
125,2023-02-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
126,2023-02-01,HONORARIOS CONTABLES,1.0,5100.0
127,2023-02-01,TELEFONO,1.0,2888.03
128,2023-02-01,COMISION BANCARIA,1.0,0.0
129,2023-02-01,COMISION BANCARIA,18.839,0.0
130,2023-02-01,COMISION BANCARIA,1.0,0.0
131,2023-02-01,SEGUROS,1.0,1762.25
132,2023-02-01,MTTO COMPUTO,1.0,496.48
133,2023-02-01,MONITOREO CAMARAS ADT,1.0,1684.32
134,2023-02-01,RENTA COPIADORA,1.0,0.0
135,2023-02-01,MTTO COMPUTO,1.0,388.6
136,2023-02-01,ALIMENTOS,1.0,399.0
137,2023-02-01,CAPACITACION,1.0,0.0
138,2023-02-01,MTTO COMPUTO,1.0,437.32
139,2023-02-01,CAPACITACION,1.0,350.0
140,2023-02-01,CAPACITACION,1.0,0.0
141,2023-02-01,COMISION MIXTA,1.0,21873.23
142,2023-02-01,PAQUETERIA,1.0,2449.21
143,2023-02-01,HONORARIOS PM,1.0,2537.29
144,2023-02-01,SUELDOS DIRECCION,1.0,54291.47
145,2023-02-01,ALIMENTOS,1.0,264.0
146,2023-02-01,MTTO LOCAL,1.0,133.1
147,2023-02-01,GASOLINA,1.0,10348.0
148,2023-02-01,TELEFONO,1.0,0.0
149,2023-02-01,--,1.0,269.0
150,2023-02-01,COMISION MIXTA,1.0,22920.1
151,2023-02-01,PAQUETERIA,1.0,859.75
152,2023-02-01,RENTA COPIADORA,1.0,2320.0
153,2023-02-01,GERENCIA ADMON,1.0,28600.0
154,2023-02-01,HONORARIOS PM,1.0,2658.73
155,2023-02-01,--,1.0,1706.36
156,2023-02-01,NO DEDUCIBLE,1.0,1268.9
157,2023-02-01,NO DEDUCIBLE,1.0,356.5
158,2023-02-01,RENTA AUTO,1.0,1350.4
159,2023-02-01,MTTO COMPUTO,1.0,7335.84
160,2023-02-01,MTTO COMPUTO,1.0,2777.04
161,2023-02-01,PAQUETERIA,1.0,1188.2
162,2023-02-01,NO DEDUCIBLE,1.0,531.65
163,2023-02-01,MTTO COMPUTO,1.0,1276.0
164,2023-02-01,NO DEDUCIBLE,1.0,2129.68
165,2023-02-01,DERECHOS,1.0,3217.0
166,2023-02-01,MTTO COMPUTO,1.0,0.0
167,2023-02-01,CREDITO ,1.0,1906.61
168,2023-02-01,CAPACITACION,1.0,4350.0
169,2023-02-01,COMISION MIXTA,1.0,23094.28
170,2023-02-01,HONORARIOS PM,1.0,2678.94
171,2023-02-01,TELEFONO,1.0,0.0
172,2023-02-01,FLETES,1.0,72.0
173,2023-02-01,MTTO LOCAL,1.0,625.51
174,2023-02-01,--,1.0,317.0
175,2023-02-01,PAQUETERIA,1.0,2283.8
176,2023-02-01,MTTO COMPUTO,1.0,3348.92
177,2023-02-01,MONITOREO CAMARAS ADT,1.0,1359.43
178,2023-02-01,--,1.0,388.6
179,2023-02-01,PAQUETERIA,1.0,0.0
180,2023-02-01,COMISION BANCARIA,1.0,0.0
181,2023-02-01,TELEFONO,1.0,399.99
182,2023-02-01,VALES DESPENSA,1.0,156.6
183,2023-02-01,MTTO COMPUTO,1.0,3348.92
184,2023-02-01,--,1.0,6796.43
185,2023-02-01,--,1.0,904.8
186,2023-02-01,--,1.0,1208.72
187,2023-02-01,GERENCIA ADMON,1.0,28600.0
188,2023-02-01,COMISION BANCARIA,1.0,0.0
189,2023-02-01,ALIMENTOS,1.0,220.0
190,2023-02-01,COMISION BANCARIA,1.0,18753.92
191,2023-02-01,GASOLINA,1.0,14472.32
